"","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted","date"
"2019-05-01",130.529999,130.649994,127.699997,127.879997,26821700,124.652679,2019-05-01
"2019-05-02",127.980003,128,125.519997,126.209999,27350200,123.024818,2019-05-02
"2019-05-03",127.360001,129.429993,127.25,128.899994,24911100,125.646935,2019-05-03
"2019-05-06",126.389999,128.559998,126.110001,128.149994,24239800,124.915855,2019-05-06
"2019-05-07",126.459999,127.18,124.220001,125.519997,36017700,122.352219,2019-05-07
"2019-05-08",125.440002,126.370003,124.75,125.510002,28419000,122.342491,2019-05-08
"2019-05-09",124.290001,125.790001,123.57,125.5,27235800,122.332741,2019-05-09
"2019-05-10",124.910004,127.93,123.82,127.129997,30915100,123.921608,2019-05-10
"2019-05-13",124.110001,125.550003,123.040001,123.349998,33944900,120.237,2019-05-13
"2019-05-14",123.870003,125.879997,123.699997,124.730003,25266300,121.582184,2019-05-14
"2019-05-15",124.260002,126.709999,123.699997,126.019997,24722700,123.294319,2019-05-15
"2019-05-16",126.75,129.380005,126.459999,128.929993,30112200,126.14138,2019-05-16
"2019-05-17",128.309998,130.460007,127.919998,128.070007,25770500,125.299995,2019-05-17
"2019-05-20",126.519997,127.589996,125.760002,126.220001,23706900,123.490005,2019-05-20
"2019-05-21",127.43,127.529999,126.580002,126.900002,15293300,124.155304,2019-05-21
"2019-05-22",126.620003,128.240005,126.519997,127.669998,15396500,124.908638,2019-05-22
